"content","created_at","date","likeCount","media","outlinks","quoteCount","quotedTweet","replyCount","retweetCount","retweetedTweet","url","id","conversationId"
"In fact if we have roots in other countries as many in South Africa do, why not fly both flags Show off how diverse we are","Fri Apr 23 09:32:42 0000 2010","2010-04-23 09:32:4200:00","0","","","0","","0","2","","https://twitter.com/Trevornoah/status/12692790223","12692790223","12692790223"
"I just think its such a great feeling to go to a foreign land and see your flag flying high, just ask the British","Fri Apr 23 08:48:44 0000 2010","2010-04-23 08:48:4400:00","0","","","0","","0","4","","https://twitter.com/Trevornoah/status/12691508367","12691508367","12691508367"
"By waving flags of other nations, we arent being unpatriotic just welcoming and worldly. Im not saying dont wave the SA flag high.","Fri Apr 23 08:48:06 0000 2010","2010-04-23 08:48:0600:00","0","","","0","","0","3","","https://twitter.com/Trevornoah/status/12691489704","12691489704","12691489704"
"Yo @Parlotones listening to the your Stardust Galaxies album while driving from Germiston to Benoni. Loving life on the road","Fri Apr 23 08:44:24 0000 2010","2010-04-23 08:44:2400:00","0","","","0","","0","1","","https://twitter.com/Trevornoah/status/12691384288","12691384288","12691384288"
"RT @parlotones @Trevornoah ... Watching Daywalker dvd while driving from Germany to UK, loving it","Fri Apr 23 08:37:30 0000 2010","2010-04-23 08:37:3000:00","0","","","0","","0","0","","https://twitter.com/Trevornoah/status/12691188948","12691188948","12661633592"
"Instead of South African flags, why dont we drape our cars in the flags of the visiting nations Way more hospitable.","Fri Apr 23 08:15:26 0000 2010","2010-04-23 08:15:2600:00","2","","","0","","0","6","","https://twitter.com/Trevornoah/status/12690559732","12690559732","12690559732"
"I wish I was having sex during the tremor. I would have taken all the credit wow Trevor it felt like the earth moved","Wed Apr 21 19:58:24 0000 2010","2010-04-21 19:58:2400:00","6","","","0","","0","22","","https://twitter.com/Trevornoah/status/12594875168","12594875168","12594875168"
"Did anybody else just feel the tremor I know Im not crazy","Wed Apr 21 17:46:20 0000 2010","2010-04-21 17:46:2000:00","2","","","0","","0","7","","https://twitter.com/Trevornoah/status/12589229111","12589229111","12589229111"
"Bp Express shops having a special for all Barcelona fans, buy a pepsi and get some humble pie free.","Wed Apr 21 16:10:22 0000 2010","2010-04-21 16:10:2200:00","3","","","0","","0","17","","https://twitter.com/Trevornoah/status/12584655197","12584655197","12584655197"
"RT @hayibo Malema to face ANC disciplinary after all  will now answer to charges of being awesome. http://tinyurl.com/yyp3s5w","Wed Apr 21 13:13:45 0000 2010","2010-04-21 13:13:4500:00","1","","","0","","0","3","","https://twitter.com/Trevornoah/status/12575466046","12575466046","12566921285"
"One year and one month later terminally ill Shabir Shaik still alive. You see kids, if you believe it, you can achieve it","Tue Apr 20 15:25:05 0000 2010","2010-04-20 15:25:0500:00","5","","","0","","0","42","","https://twitter.com/Trevornoah/status/12522021027","12522021027","12522021027"
"Cell networks bragging about higher speeds. Signal so bad though, its like an all u can eat soup but they give you a fork","Mon Apr 19 08:20:29 0000 2010","2010-04-19 08:20:2900:00","3","","","0","","0","22","","https://twitter.com/Trevornoah/status/12444979784","12444979784","12444979784"
"People are rioting at fnb branches because of WC ticket delays. Those are the kind of people we dont want at the world cup","Thu Apr 15 13:58:09 0000 2010","2010-04-15 13:58:0900:00","3","","","0","","0","18","","https://twitter.com/Trevornoah/status/12224191648","12224191648","12224191648"
"Apparently during the bombscare at the sabc yesterday, productivity jumped up by 57 after the staff had evacuated.","Thu Apr 15 13:34:13 0000 2010","2010-04-15 13:34:1300:00","3","","","0","","0","26","","https://twitter.com/Trevornoah/status/12222911779","12222911779","12222911779"
"SAMA 16 on Saturday. Im working and everyone else is there to party. I feel like the cameraman on a porn film.","Thu Apr 15 12:01:54 0000 2010","2010-04-15 12:01:5400:00","3","","","0","","0","9","","https://twitter.com/Trevornoah/status/12218640539","12218640539","12218640539"
"Newsflash- Bombscare at the SABC They had a bombscare 5 years ago. Damn these guys love repeats Whats next, Rabubi, Velaphi","Wed Apr 14 12:03:40 0000 2010","2010-04-14 12:03:4000:00","1","","","0","","0","12","","https://twitter.com/Trevornoah/status/12159319147","12159319147","12159319147"
"Khaki hat R200
Khaki Oufit R600
Khaki Boots R1000

Finding out your racist leader was actually a fan of black boys- Priceless","Mon Apr 12 09:59:21 0000 2010","2010-04-12 09:59:2100:00","15","","","0","","0","76","","https://twitter.com/Trevornoah/status/12038334280","12038334280","12038334280"
"Nothing worse than holding ticket number 138 and then you hear now serving ticket number 23","Fri Apr 09 11:26:19 0000 2010","2010-04-09 11:26:1900:00","0","","","0","","0","3","","https://twitter.com/Trevornoah/status/11875542925","11875542925","11875542925"
"Amazing how people seem good looking before you enlarge the picture.","Fri Apr 09 09:11:14 0000 2010","2010-04-09 09:11:1400:00","0","","","0","","0","9","","https://twitter.com/Trevornoah/status/11871775054","11871775054","11871775054"
"Hey all the Man Utd fans, look on the bright side, at least youre gonna win the...

nevermind.","Wed Apr 07 22:42:12 0000 2010","2010-04-07 22:42:1200:00","0","","","0","","0","9","","https://twitter.com/Trevornoah/status/11790634341","11790634341","11790634341"
"Ze Germans. Man u gotta hate them","Wed Apr 07 20:38:24 0000 2010","2010-04-07 20:38:2400:00","0","","","0","","0","5","","https://twitter.com/Trevornoah/status/11785354404","11785354404","11785354404"
"For creatures that love silence, crickets sure make a lot of noise.","Wed Apr 07 17:16:32 0000 2010","2010-04-07 17:16:3200:00","1","","","0","","0","4","","https://twitter.com/Trevornoah/status/11766665621","11766665621","11766665621"
"Wow Arsenal, imagine if the rest of Barcelona was also playing","Tue Apr 06 20:39:27 0000 2010","2010-04-06 20:39:2700:00","0","","","0","","0","7","","https://twitter.com/Trevornoah/status/11717499038","11717499038","11717499038"
"Kill the boer is a struggle song- the struggle against the boer is over. Maybe now we should be singing kill the corruption","Tue Apr 06 11:20:20 0000 2010","2010-04-06 11:20:2000:00","3","","","0","","0","58","","https://twitter.com/Trevornoah/status/11693110226","11693110226","11693110226"
"Weather in Jozi is worse than the economic climate in Zimbabwe.  Jozi, where all the hot single ladies at Please put ur hands up.","Mon Apr 05 11:53:59 0000 2010","2010-04-05 11:53:5900:00","4","","","0","","0","2","","https://twitter.com/Trevornoah/status/11637542242","11637542242","11637542242"
"Now I miss Cape Town. Great weather, stunning scenery and oh so beautiful women. Its like a jazz festival for the eyes.","Mon Apr 05 11:51:12 0000 2010","2010-04-05 11:51:1200:00","1","","","0","","0","2","","https://twitter.com/Trevornoah/status/11637448507","11637448507","11637448507"
"Crowd in Eldos, burned down drug dealers house using petrol. Dont they know that petrol just went up","Sat Apr 03 14:06:40 0000 2010","2010-04-03 14:06:4000:00","1","","","0","","0","8","","https://twitter.com/Trevornoah/status/11535743705","11535743705","11535743705"
"Rt @homelessguy68 Just saw @sizwedhlomo at my traffic light. Didnt give me a cent. Asshole Ill never watch MTV base again","Sat Apr 03 11:35:15 0000 2010","2010-04-03 11:35:1500:00","3","","","0","","0","2","","https://twitter.com/Trevornoah/status/11530592202","11530592202","11530592202"
"RT @SizweDhlomo Some of these guys at traffic lights are just pretending to be disabled Why cant you walk properly  beg No Shame","Sat Apr 03 11:34:33 0000 2010","2010-04-03 11:34:3300:00","0","","","0","","0","1","","https://twitter.com/Trevornoah/status/11530572568","11530572568","11528670586"
"Dear Eskom, I would love to pay more for my electricity if you actually GAVE ME MY ELECTRICITY Smh","Sat Apr 03 09:36:46 0000 2010","2010-04-03 09:36:4600:00","0","","","0","","0","5","","https://twitter.com/Trevornoah/status/11527651874","11527651874","11527651874"
"Back from the windy city, back to jhb with its sunny ski...nevermind","Fri Apr 02 18:02:14 0000 2010","2010-04-02 18:02:1400:00","0","","","0","","0","0","","https://twitter.com/Trevornoah/status/11493241162","11493241162","11493241162"
"RT @RiaadMoosa RT @conradkoch: Brilliant idea, and brilliant line up http://bafunnybafunny.com/trailer.php","Thu Apr 01 17:03:59 0000 2010","2010-04-01 17:03:5900:00","1","","","0","","0","1","","https://twitter.com/Trevornoah/status/11434604890","11434604890","11419057929"
"RT @loyisogola Morning 2 all my GUNNERS, the rest of you can go 2 hell good luck 4 the next game, or should I say- break a leg","Thu Apr 01 08:00:07 0000 2010","2010-04-01 08:00:0700:00","0","","","0","","0","0","","https://twitter.com/Trevornoah/status/11413802597","11413802597","11413278340"
"These late night shows that charge R7.50 to play are more dubious than elections in Zimbabwe. Nobody wins.","Tue Mar 30 23:42:10 0000 2010","2010-03-30 23:42:1000:00","0","","","0","","0","1","","https://twitter.com/Trevornoah/status/11335270858","11335270858","11335270858"
"Im having dinner, so yes, I do mind if you want a photo with me and your whole table. But Im not gonna be an ass and say no.","Tue Mar 30 16:47:09 0000 2010","2010-03-30 16:47:0900:00","0","","","0","","0","1","","https://twitter.com/Trevornoah/status/11317310035","11317310035","11317310035"
"Just spent R18 000 at the cape town waterfront. All I bought was a tshirt for R100. The rest was for parking.","Mon Mar 29 16:46:35 0000 2010","2010-03-29 16:46:3500:00","3","","","0","","0","8","","https://twitter.com/Trevornoah/status/11258458083","11258458083","11258458083"
"If we ask nicely do you think the world will let us win the world cup For Mandela. So he can raise the cup at the end. Please","Sun Mar 28 09:47:08 0000 2010","2010-03-28 09:47:0800:00","4","","","0","","0","21","","https://twitter.com/Trevornoah/status/11188217912","11188217912","11188217912"
"Fonder makes the heart grow absent.","Sat Mar 27 08:56:20 0000 2010","2010-03-27 08:56:2000:00","2","","","0","","0","1","","https://twitter.com/Trevornoah/status/11136134252","11136134252","11136134252"
"I wanted to unfollow you because I dont really like your tweets. Then I realised that you follow me. Now I feel guilty.","Fri Mar 26 08:46:56 0000 2010","2010-03-26 08:46:5600:00","1","","","0","","0","9","","https://twitter.com/Trevornoah/status/11080317320","11080317320","11080317320"
"When it comes to warming up toilet seats, you cant beat grannies. They just so good. Mmmmm","Thu Mar 25 14:29:02 0000 2010","2010-03-25 14:29:0200:00","0","","","0","","0","7","","https://twitter.com/Trevornoah/status/11036472542","11036472542","11036472542"
"ti daer ot deganam uoy taht tcaf eht ro sdrawkcab siht gnitirw emit suoicerp tneps I taht tcaf eht ,esrow stahw wonk tnod I","Tue Mar 23 18:00:52 0000 2010","2010-03-23 18:00:5200:00","5","","","0","","0","20","","https://twitter.com/Trevornoah/status/10936708997","10936708997","10936708997"
"Ive been listening to classical music for the last 15mins. Now time for the second song.","Tue Mar 23 09:10:28 0000 2010","2010-03-23 09:10:2800:00","1","","","0","","0","6","","https://twitter.com/Trevornoah/status/10917187785","10917187785","10917187785"
"Now if you were racing on this Monday, you wouldnt be judged as hard Still judged, but not as hard.","Mon Mar 22 10:35:48 0000 2010","2010-03-22 10:35:4800:00","0","","","0","","0","1","","https://twitter.com/Trevornoah/status/10866001820","10866001820","10866001820"
"So now Im supposed to treat this Monday with the respect that I give all non holiday Mondays Not a chance","Mon Mar 22 10:00:40 0000 2010","2010-03-22 10:00:4000:00","1","","","0","","0","2","","https://twitter.com/Trevornoah/status/10865139415","10865139415","10865139415"
"I hate thatch roofs theyre like Rastafarians hair, theres always shit falling out.","Sat Mar 20 12:03:59 0000 2010","2010-03-20 12:03:5900:00","2","","","1","","0","2","","https://twitter.com/Trevornoah/status/10769806946","10769806946","10769806946"
"Airplane mode is the biggest hoax ever.The only place youre not allowed to use airplane mode is on airplanes.","Fri Mar 19 07:12:50 0000 2010","2010-03-19 07:12:5000:00","1","","","1","","0","8","","https://twitter.com/Trevornoah/status/10711601626","10711601626","10711601626"
"RT @chriswolfie @Trevornoah please forgive my white-boy ignorance...Morogo its like a poor version of spinach","Thu Mar 18 21:31:04 0000 2010","2010-03-18 21:31:0400:00","0","","","0","","0","0","","https://twitter.com/Trevornoah/status/10690270327","10690270327","10686919474"
"Morogo. Cant come to Polokwane and not have morogo. Its like going to Soweto and not throwing stones at the court","Thu Mar 18 19:32:12 0000 2010","2010-03-18 19:32:1200:00","1","","","0","","0","8","","https://twitter.com/Trevornoah/status/10685849721","10685849721","10685849721"
"Cell companies want me to sell my tweets as SMS for R2. Not cool. My tweet jokes are free. If u agree SMS 32313 R15 per sms","Thu Mar 18 11:58:56 0000 2010","2010-03-18 11:58:5600:00","3","","","0","","0","11","","https://twitter.com/Trevornoah/status/10667629989","10667629989","10667629989"
"Im flying airlink. Its just like bungee jumping. They say its safe but there have been horrible accidents...","Thu Mar 18 05:46:03 0000 2010","2010-03-18 05:46:0300:00","0","","","0","","0","3","","https://twitter.com/Trevornoah/status/10658064244","10658064244","10658064244"
"Polokwane airport is so small the guy checking me in is the same guy at security. Oh look now hes flying the plane.","Thu Mar 18 05:14:17 0000 2010","2010-03-18 05:14:1700:00","9","","","0","","0","10","","https://twitter.com/Trevornoah/status/10657116045","10657116045","10657116045"
"Wow theres groupies and theres polokwane groupies. Ive never seen this many gold teeth in my life. Lol","Wed Mar 17 20:32:49 0000 2010","2010-03-17 20:32:4900:00","0","","","0","","0","3","","https://twitter.com/Trevornoah/status/10637442545","10637442545","10637442545"
"Remember how interesting it was, when a stranger told you what they were eating Me neither Thats why I dont follow you.","Wed Mar 17 19:30:29 0000 2010","2010-03-17 19:30:2900:00","1","","","0","","0","4","","https://twitter.com/Trevornoah/status/10635151215","10635151215","10635151215"
"Got a meeting at the SABC in ten minutes but Im 20min away. Need to drive a bit fast. #nojubjub","Tue Mar 16 13:25:31 0000 2010","2010-03-16 13:25:3100:00","0","","","0","","0","2","","https://twitter.com/Trevornoah/status/10569563680","10569563680","10569563680"
"If the potatoes in your food rack start growing roots is that bad It seems good. Not sure.","Tue Mar 16 10:50:34 0000 2010","2010-03-16 10:50:3400:00","1","","","0","","0","2","","https://twitter.com/Trevornoah/status/10564478027","10564478027","10564478027"
"I hate cooking I think I need a wife. Or a cook. A wife has benefits. On the other hand my cook wont leave with half.","Mon Mar 15 19:28:59 0000 2010","2010-03-15 19:28:5900:00","2","","","0","","0","7","","https://twitter.com/Trevornoah/status/10531441995","10531441995","10531441995"
"RT @Oriion02 Wats smh @trevornoah excuse me if its a dumb question... ok ok it means- shake my head","Mon Mar 15 19:24:38 0000 2010","2010-03-15 19:24:3800:00","1","","","0","","0","0","","https://twitter.com/Trevornoah/status/10531284911","10531284911","10530363860"
"RT @Oriion02 Wats smh @trevornoah excuse me if its a dumb question... Im playing it means -Shake it Honey","Mon Mar 15 19:23:30 0000 2010","2010-03-15 19:23:3000:00","1","","","0","","0","2","","https://twitter.com/Trevornoah/status/10531243216","10531243216","10530363860"
"RT @Oriion02 Wats smh @trevornoah excuse me if its a dumb question...  it means- some might hate","Mon Mar 15 19:22:29 0000 2010","2010-03-15 19:22:2900:00","1","","","0","","0","0","","https://twitter.com/Trevornoah/status/10531206525","10531206525","10530363860"
"So many songs would never make it without the video. I dont like Sean Kingston but I like hot women. So I watch. Smh","Mon Mar 15 18:53:18 0000 2010","2010-03-15 18:53:1800:00","1","","","0","","0","1","","https://twitter.com/Trevornoah/status/10530127476","10530127476","10530127476"
"Morning all. If anybody is thinking of catching drug dealers in the favelas today, please remember to wear a vest","Sat Mar 13 11:10:37 0000 2010","2010-03-13 11:10:3700:00","0","","","0","","0","2","","https://twitter.com/Trevornoah/status/10417922625","10417922625","10417922625"
"Is there no life after clubbing I hope places learn to stay open late during the world cup.","Fri Mar 12 21:10:58 0000 2010","2010-03-12 21:10:5800:00","1","","","0","","0","2","","https://twitter.com/Trevornoah/status/10390128852","10390128852","10390128852"
"Guys at traffic lights should sell petrol. Keep it in multiples of R20. Make a killing","Thu Mar 11 11:05:32 0000 2010","2010-03-11 11:05:3200:00","2","","","0","","0","4","","https://twitter.com/Trevornoah/status/10317390694","10317390694","10317390694"
"Why dont guys at traffic lights sell things we would actually buy I dont want a furry steering wheel cover, this is not the 80s.","Thu Mar 11 10:49:23 0000 2010","2010-03-11 10:49:2300:00","1","","","0","","0","8","","https://twitter.com/Trevornoah/status/10316978144","10316978144","10316978144"
"Irony- having a car accident because you were driving while tweeting about jub jub.","Tue Mar 09 15:11:16 0000 2010","2010-03-09 15:11:1600:00","4","","","0","","0","17","","https://twitter.com/Trevornoah/status/10224345688","10224345688","10224345688"
"RT @ComicalTshepo there are two types of comedians: one that tells jokes all the time and one who is funny naturally...I hate the first type","Tue Mar 09 15:08:19 0000 2010","2010-03-09 15:08:1900:00","0","","","0","","0","0","","https://twitter.com/Trevornoah/status/10224226918","10224226918","10220352018"
"Wow I need to give Twitter a break, I saw some guy wearing Mr Price jeans and I thought they were ReTweets.","Tue Mar 09 15:06:47 0000 2010","2010-03-09 15:06:4700:00","5","","","0","","0","15","","https://twitter.com/Trevornoah/status/10224164740","10224164740","10224164740"
"First Haiti, then Chile then Taiwan and now Turkey. Earthquakes destroying the world. All of a sudden crime doesnt seem so bad","Mon Mar 08 10:10:35 0000 2010","2010-03-08 10:10:3500:00","3","","","0","","0","13","","https://twitter.com/Trevornoah/status/10164717383","10164717383","10164717383"
"My best experience ever Ive never had so much fun on such a big stage. Thank you to all who made this weekend possible. DW 4 lyf","Sun Mar 07 22:37:21 0000 2010","2010-03-07 22:37:2100:00","1","","","0","","0","0","","https://twitter.com/Trevornoah/status/10139319517","10139319517","10139319517"
"@grantnash @anele @5fm
Legends Thank you for your support.all shows sold out. The Daywalker. To all who bought tics, thank you.","Fri Mar 05 22:35:55 0000 2010","2010-03-05 22:35:5500:00","0","","","0","","0","1","","https://twitter.com/Trevornoah/status/10045401278","10045401278","10045401278"
"Aaah what a fine day for science","Fri Mar 05 07:52:26 0000 2010","2010-03-05 07:52:2600:00","1","","","0","","1","0","","https://twitter.com/Trevornoah/status/10014725097","10014725097","10014725097"
"Damn you 2010. Not only will there be more road traffic but now apparently authorities warn of child traffic as well. Smh","Thu Mar 04 16:05:23 0000 2010","2010-03-04 16:05:2300:00","0","","","0","","0","0","","https://twitter.com/Trevornoah/status/9979289758","9979289758","9979289758"
"My Loves a revolver, my sex is a killer do you wanna die happy is Madonna singing about HIV","Thu Mar 04 14:23:16 0000 2010","2010-03-04 14:23:1600:00","5","","","6","","1","15","","https://twitter.com/Trevornoah/status/9975238804","9975238804","9975238804"
"The queen of England bestowed Jacob Zuma the honourable order of bath. Too easy...","Thu Mar 04 09:38:49 0000 2010","2010-03-04 09:38:4900:00","1","","","0","","0","2","","https://twitter.com/Trevornoah/status/9966851013","9966851013","9966851013"
"RT @ChrisRoperZA Although then it would work a lot better. RT @Trevornoah: Wow cape town is so white youd swear apple made it.","Mon Mar 01 18:10:08 0000 2010","2010-03-01 18:10:0800:00","0","","","0","","0","1","","https://twitter.com/Trevornoah/status/9835284087","9835284087","9834159610"
"Wow cape town is so white youd swear apple made it.","Mon Mar 01 16:00:34 0000 2010","2010-03-01 16:00:3400:00","3","","","0","","0","13","","https://twitter.com/Trevornoah/status/9830412493","9830412493","9830412493"
"Airlines should give you a discount for sitting in the emergency row. Im supposed to help all these people for free","Mon Mar 01 13:48:59 0000 2010","2010-03-01 13:48:5900:00","1","","","0","","0","6","","https://twitter.com/Trevornoah/status/9825284591","9825284591","9825284591"
"Eg: land - boring iland - exotic.
Dea - useless idea - useful 
Gnorant - not bad add the I and you get Malema.","Mon Mar 01 08:32:50 0000 2010","2010-03-01 08:32:5000:00","2","","","0","","0","8","","https://twitter.com/Trevornoah/status/9816896780","9816896780","9816896780"
"Many asked why iLal and not just lal Well although written as lal we realized that as a brand, anything with an i sells very well.","Mon Mar 01 08:20:38 0000 2010","2010-03-01 08:20:3800:00","1","","","0","","0","1","","https://twitter.com/Trevornoah/status/9816624741","9816624741","9816624741"
"Ladies and gents may I present the future of text laughter -iLal laugh a little for those times when you dont wanna do it loud.","Mon Mar 01 06:55:29 0000 2010","2010-03-01 06:55:2900:00","4","","","0","","0","21","","https://twitter.com/Trevornoah/status/9814647652","9814647652","9814647652"
"After much research and development in the field of text laughter we at Noah inc decided there was a need for another abbreviation.","Mon Mar 01 06:39:51 0000 2010","2010-03-01 06:39:5100:00","0","","","0","","0","0","","https://twitter.com/Trevornoah/status/9814256151","9814256151","9814256151"
"My attempts to move from lol to liws laugh inside while smiling have failed. This is a minor setback. At Noah inc, we dont accept failure","Mon Mar 01 06:31:19 0000 2010","2010-03-01 06:31:1900:00","0","","","0","","0","4","","https://twitter.com/Trevornoah/status/9814032600","9814032600","9814032600"
"In oceanworld Florida, a killer whale killed a trainer. We dont know what happened say officials. Were shocked. Really","Sat Feb 27 06:22:05 0000 2010","2010-02-27 06:22:0500:00","2","","","0","","0","5","","https://twitter.com/Trevornoah/status/9718040050","9718040050","9718040050"
"RT @ComicalTshepo So who runs the show : the chicken or the egg the farmer at rainbow","Thu Feb 25 10:04:40 0000 2010","2010-02-25 10:04:4000:00","0","","","0","","0","1","","https://twitter.com/Trevornoah/status/9619675916","9619675916","9619515349"
"We get bad signal network problems all the time in jhb. But these networks never have a problem connecting to your bank acc","Thu Feb 25 08:20:29 0000 2010","2010-02-25 08:20:2900:00","1","","","0","","0","8","","https://twitter.com/Trevornoah/status/9617317555","9617317555","9617317555"
"Im watching a dance competition at a girls high school. Some girls boob popped out her dress. Now I feel dirty.","Wed Feb 24 17:31:31 0000 2010","2010-02-24 17:31:3100:00","1","","","0","","0","3","","https://twitter.com/Trevornoah/status/9584895447","9584895447","9584895447"
"RT @kagisomsimango FB suggests that because I am a fan of Trevor Noah I should become a fan of SpongeBob. thats how I know Ive made it","Wed Feb 24 15:32:14 0000 2010","2010-02-24 15:32:1400:00","1","","","0","","0","1","","https://twitter.com/Trevornoah/status/9580319893","9580319893","9575562661"
"This Akon and Whitney song is horrible. Absolutely horrible.","Wed Feb 24 11:19:24 0000 2010","2010-02-24 11:19:2400:00","0","","","0","","0","3","","https://twitter.com/Trevornoah/status/9571667201","9571667201","9571667201"
"Zuma has affair then makes big speech. Tiger has affair then makes big speech. Moral - The penis mightier than the sword","Sat Feb 20 10:02:08 0000 2010","2010-02-20 10:02:0800:00","2","","","0","","0","18","","https://twitter.com/Trevornoah/status/9378282922","9378282922","9378282922"
"Tiger Woods holding a press conference on his infidelity. Zuma says whatever Tiger says, me too","Fri Feb 19 15:09:54 0000 2010","2010-02-19 15:09:5400:00","1","","","0","","0","13","","https://twitter.com/Trevornoah/status/9338362648","9338362648","9338362648"
"Saw a bee drinking coke. Sad :- even mother nature has succumbed to the evils of western imperialism.e","Thu Feb 18 11:38:26 0000 2010","2010-02-18 11:38:2600:00","1","","","0","","0","14","","https://twitter.com/Trevornoah/status/9279913866","9279913866","9279913866"
"McDonalds now open 24 hours, because obesity never knocks off.","Wed Feb 17 22:01:05 0000 2010","2010-02-17 22:01:0500:00","2","","","0","","0","8","","https://twitter.com/Trevornoah/status/9253247217","9253247217","9253247217"
"Great song for Zuma, Britney Spears- Oops I did it again.","Wed Feb 17 10:37:14 0000 2010","2010-02-17 10:37:1400:00","6","","","0","","0","17","","https://twitter.com/Trevornoah/status/9228721813","9228721813","9228721813"
"Driving urself in a Phantom is not cool. Its like masturbating- You get 2 your destination but its just not the same.","Wed Feb 17 09:50:12 0000 2010","2010-02-17 09:50:1200:00","0","","","0","","0","8","","https://twitter.com/Trevornoah/status/9227673301","9227673301","9227673301"
"Ill be performing my one man show The Daywalker one last time in jhb at Gold Reef City on the 5th and 6th of March 8pm. C u there","Tue Feb 16 14:02:13 0000 2010","2010-02-16 14:02:1300:00","1","","","0","","0","5","","https://twitter.com/Trevornoah/status/9185763547","9185763547","9185763547"
"I think its ironic that First for Women insurance ads only have men in them.","Tue Feb 16 05:01:33 0000 2010","2010-02-16 05:01:3300:00","3","","","0","","0","4","","https://twitter.com/Trevornoah/status/9172011527","9172011527","9172011527"
"World class stand up comedian Loyiso Gola thats what the hype is about

@loyisogola","Fri Feb 12 22:27:46 0000 2010","2010-02-12 22:27:4600:00","0","","","0","","0","2","","https://twitter.com/Trevornoah/status/9028576180","9028576180","9028576180"
"Zuma says 2010 is the year for action. Hell be pleased to know theres a Chuck Norris festival every weekend on etv.","Fri Feb 12 08:39:39 0000 2010","2010-02-12 08:39:3900:00","5","","","0","","0","26","","https://twitter.com/Trevornoah/status/9000962501","9000962501","9000962501"
"Damn you potholes damn you. On my way to an interview but noooooo. Damn you potholes.","Fri Feb 12 05:15:51 0000 2010","2010-02-12 05:15:5100:00","0","","","0","","0","2","","https://twitter.com/Trevornoah/status/8995811794","8995811794","8995811794"
"Damn I didnt know it was really the state of the nation address. I thought Zuma was just having a family meeting.","Thu Feb 11 21:17:39 0000 2010","2010-02-11 21:17:3900:00","3","","","0","","0","23","","https://twitter.com/Trevornoah/status/8978087995","8978087995","8978087995"
"@lizetheunicorn @Anele
Johnny Depp flavour Simba chips
Which Johnny Depp - Caribbean Depp, Sweeney Depp, Jump Street Depp or Wonka Depp","Wed Feb 10 09:12:08 0000 2010","2010-02-10 09:12:0800:00","3","","","0","","1","0","","https://twitter.com/Trevornoah/status/8894838687","8894838687","8894838687"
"Toyota having a problem with vehicles that wont stop - taxi drivers say you see, it wasnt our fault","Wed Feb 10 08:31:43 0000 2010","2010-02-10 08:31:4300:00","2","","","0","","0","20","","https://twitter.com/Trevornoah/status/8893975843","8893975843","8893975843"
"#4wordsaftersex - how did it burst","Tue Feb 09 15:43:49 0000 2010","2010-02-09 15:43:4900:00","1","","","0","","0","4","","https://twitter.com/Trevornoah/status/8859210952","8859210952","8859210952"
"#4wordsaftersex- what youre a man","Tue Feb 09 15:36:05 0000 2010","2010-02-09 15:36:0500:00","1","","","0","","0","6","","https://twitter.com/Trevornoah/status/8858918781","8858918781","8858918781"
"RT @khayadlanga I may not be a prince, but I sure am Commoner Charming.","Tue Feb 09 10:20:34 0000 2010","2010-02-09 10:20:3400:00","0","","","0","","0","0","","https://twitter.com/Trevornoah/status/8849350374","8849350374","8847164083"
"Toyota has announced a worldwide recall. Still traumatized from the last one Mbeki has gone into hiding.","Tue Feb 09 08:32:08 0000 2010","2010-02-09 08:32:0800:00","1","","","0","","0","10","","https://twitter.com/Trevornoah/status/8847088159","8847088159","8847088159"
"In the Zuma household the phrase - my brother from another mother has a totally different meaning","Mon Feb 08 14:05:08 0000 2010","2010-02-08 14:05:0800:00","9","","","0","","0","36","","https://twitter.com/Trevornoah/status/8810034486","8810034486","8810034486"
"#inSouthAfrica- Getting a traffic fine for breaking the law is optional.","Fri Feb 05 16:57:31 0000 2010","2010-02-05 16:57:3100:00","1","","","0","","0","6","","https://twitter.com/Trevornoah/status/8684695263","8684695263","8684695263"
"#inSouthAfrica, Tiger Woods and John Terry wouldnt have cheated- they would have just taken more wives...","Fri Feb 05 16:42:38 0000 2010","2010-02-05 16:42:3800:00","4","","","0","","0","14","","https://twitter.com/Trevornoah/status/8684133397","8684133397","8684133397"
"Apparently John Terry got golf lessons from Tiger.","Fri Feb 05 16:18:51 0000 2010","2010-02-05 16:18:5100:00","1","","","0","","0","3","","https://twitter.com/Trevornoah/status/8683217264","8683217264","8683217264"
"I think we need to find an alternative to lol- Sometimes its funny but all I do laugh inside while smiling- how about liws","Fri Feb 05 16:03:43 0000 2010","2010-02-05 16:03:4300:00","1","","","0","","0","12","","https://twitter.com/Trevornoah/status/8682623590","8682623590","8682623590"
"RT @SizweDhlomo Got a whole row to myself Across the aisle, all the way to the other window Told u not wearing deo has perks","Fri Feb 05 10:24:38 0000 2010","2010-02-05 10:24:3800:00","0","","","0","","0","1","","https://twitter.com/Trevornoah/status/8671836522","8671836522","8671144972"
"So glad @eddieizzard finally made it to our shores. He truly has a cult following all over the globe, and deservedly so","Tue Feb 02 12:29:50 0000 2010","2010-02-02 12:29:5000:00","0","","","0","","0","0","","https://twitter.com/Trevornoah/status/8540338044","8540338044","8540338044"
"Now I understand what President Jacob Zuma meant when he said 2010, pregnant with possibilities","Mon Feb 01 07:44:09 0000 2010","2010-02-01 07:44:0900:00","3","","","0","","0","24","","https://twitter.com/Trevornoah/status/8490286534","8490286534","8490286534"
