Id,Name,Gender,Age
R1999,The Pentagon,,
R2000,Baddie Long Legs,,
R2001,Yuta,,
R2002,Upside,,
R2003,JoanOfSarc ????,,
R2004,PJ,,
R2005,President Diaper,,
R2006,jon charles baker,,
R2007,Justin baker ,,
R2008,John White,,
R2009,Bam,,
R2010,Freedom of Speech,,
R2011,The Way,,
R2012,GeofPende,,
R2013,Jackie Sloane,,
R2014,RR Edmonds,,
R2015,pam_cee52????,,
R2016,Arcadian ??,,
R2017,Mankosmash,,
R2018,Eugene Chin,,
R2019,Justin Kase,,
R2020,Tracy Hernandez,,
R2021,Tagetes,,
R2022,?????????? ?????????? ?????????? ?????????? ???,,
R2023,Ozzyman,,
R2024,"Hillbillylogic, 62% Disruptive??",,
R2025,Gary Goldstein,,
R2026,Jon Frankie Hyers,,
R2027,L,,
R2028,HIM,,
R2029,Luc J. Gagnon ????,,
R2030,Katsuey,,
R2031,Amanda Coleman,,
R2032,MyersZotos,,
R2033,Primitive animal.,,
R2034,DJ the heart whisperer,,
R2035,"Irwin M Fletcher, Esq.",,
R2036,TR MN,,
R2037,Republican Party of New Mexico,,
R2038,imhereforthememes,,
R2039,Grambo,,
R2040,??CitizenJournalist ??ULTRAAbbreviated,,
R2041,WolfMan,,
R2042,Sugaree_1963,,
R2043,Rebel Reiver,,
R2044,Depression Ahead not Clinical,,
R2045,nahte,,
R2046,PD,,
R2047,Alan Altmann,,
R2048,???? Dana ????,,
R2049,Cathy McEl,,
R2050,Dam Ian,,
R2051,Canadian Republican ???? ????,,
R2052,VonStockhausen,,
R2053,Critics Groups for Equality in Media,,
R2054,LineProphet.com,,
R2055,Samantha McDonald,,
R2056,LionsGoBlue,,
R2057,Crimson Republican,,
R2058,Timothy Mote,,
R2059,Derrick Twyman,,
R2060,??????????????????? ????????? ????,,
R2061,FREESPEECHTROLL,,
R2062,ally,,
R2063,RAM,,
R2064,Mary Anne Rogers,,
R2065,Iron Brigade,,
R2066,JH191,,
R2067,Malcolm Shabazz,,
R2068,April Nicole,,
R2069,Dina (LetFreedomReign)??,,
R2070,@gissisim.com on BlueSky,,
R2071,Kenneth Muratore,,
R2072,Gomie,,
R2073,JerseyGirl51,,
R2074,Greg Nicholls,,
R2075,Tammy Clark,,
R2076,eric carman,,
R2077,Patti Jo,,
R2078,Skye Ranger Nick ????????????????????????????,,
R2079,JR,,
R2080,I Voted For This,,
R2081,LMJ???,,
R2082,Louisiana Firearms,,
R2083,Missouri GOP,,
R2084,A guy,,
R2085,William T,,
R2086,?ao duy luan,,
R2087,Anti-Proxy War Liberty Lambs ????,,
R2088,MikeTysonRepublican,,
R2089,Dhruv,,
R2090,die hard conservative,,
R2091,Amy2u,,
R2092,Preston Davis ??????????????,,
R2093,TrumpsterDumpster,,
R2094,American Kulak: Hegel is a Putz,,
R2095,Kathy - Republican/Christian/Mom/Latina,,
R2096,Bruce??Ray??Carr ????????2024??& FOREVER!,,
R2097,Never Ron Only Pete,,
R2098,???????????? PENNSYLVANIA IS TRUMP™,,
R2099,Jim DeFede,,
R2100,Stephen Decatur,,
R2101,E.L.,,
R2102,DougJBalloon,,
R2103,Vote Blue ??????,,
R2104,Rick The Bass Player - ????PEACE & LOVE NOW,,
R2105,Miss Norma Jeane ?????? ????????? ????,,
R2106,Dana S (USA land of the free!)T#1,,
R2107,Pete Frankly,,
R2108,Justin Thyme ?????????????? ???? ????,,
R2109,Andrew D.,,
R2110,LiveTruthAlways,,
R2111,Frank Pavone,,
R2112,Miss Violet,,
R2113,Jutta Agrait,,
R2114,Deplorable Mike,,
R2115,JESSE JAMES,,
R2116,Steve Evenly Naked,,
R2117,Keith Nelson,,
R2118,Joe Moe,,
R2119,No BS,,
R2120,Bryan Hauer,,
R2121,PressReleaseCentral ??,,
R2122,Justme23,,
R2123,"Sunflower Says, Do Not Comply",,
R2124,FightForDemocracy,,
R2125,Sam Mitha,,
R2126,North Carolina Education Workers' Union,,
R2127,Dale Neal Ultra Maga Trump 2024,,
R2128,Trump Won ! Thank you America ! ????,,
R2129,James Bentley,,
R2130,OmaResists! ?? ??????,,
R2131,ovid,,
R2132,Mack,,
R2133,"Xena Warrior Queen ""Je ne regrette rien!""",,
R2134,Stephen Hatfield,,
R2135,Jack Torrance’s Typewriter ??,,
R2136,kit lange,,
R2137,wheredkittygo,,
R2138,Chuck Rittiman,,
R2139,cal,,
R2140,Todd Andrews,,
R2141,Veritas Aequitas,,
R2142,Sara ?????? ?? #FraudsterSocialSecurityBenificiary,,
R2143,Vkessper,,
R2144,Jason J,,
R2145,USA Trump Man ????????????????????????????????,,
R2146,Vote Out Republicans & Lock Drump Up??,,
R2147,Coming Home Coalition,,
R2148,Deacon Jones Undefeated like my team!!,,
R2149,Stephen Weightman,,
R2150,Jody Tanner,,
R2151,Sunshine Time,,
R2152,SuGrant,,
R2153,CISSP33,,
R2154,"MARENA V. (Lake Havasu, AZ) ??",,
R2155,Dennis R White,,
R2156,MammaBear,,
R2157,Save The Truth??????????,,
R2158,Sharon Wolf,,
R2159,notrumpfascism.bsky.social,,
R2160,TER,,
R2161,K????Y ?,,
R2162,Kenneth Rambach,,
R2163,Arden,,
R2164,OldishBird,,
R2165,No Longer the Original HP,,
R2166,Emily Thompson,,
R2167,Mike Betts,,
R2168,Caroline clarke,,
R2169,chris boom,,
R2170,Snizzy,,
R2171,Frequencies Colliding,,
R2172,ecstatic eagles fan,,
R2173,Sallieann Brinton,,
R2174,Greg Buster,,
R2175,Zechman74,,
R2176,Flower Child ????????????????,,
R2177,Bill & Connie,,
R2178,Dara Zane Scully Evans,,
R2179,Stephen Mason,,
R2180,BR549,,
R2181,donna johnson,,
R2182,Relégation / Tribulations en Guyane Française,,
R2183,TexasChica,,
R2184,abraham adams,,
R2185,Triumph??????Text TRUMP 88022,,
R2186,Kevin Traver,,
R2187,EWGIII,,
R2188,corn pop,,
R2189,Shitlib Supreme ????????,,
R2190,"Jerry Bohl, Jr.????????????",,
R2191,Trump,,
R2192,Joey c.,,
R2193,AA,,
R2194,Liz Whitmer Gereghty @lizwg.bsky.social,,
R2195,Michael Sperry,,
R2196,b costco,,
R2197,mary,,
R2198,Gary Trump,,
R2199,DeLora Evans,,
R2200,New England Laurie,,
R2201,Proud TRUMPlican #MAGA,,
R2202,Pam bell,,
R2203,Gary Mayfield,,
R2204,Tommyboy (Garbage),,
R2205,Joe Smith,,
R2206,PAIndy lady,,
R2207,Smitty Smat,,
R2208,O'Malley's mom!,,
R2209,Michael Muzio,,
R2210,B. G. Dalena,,
R2211,Animals Rock,,
R2212,I_got_questions,,
R2213,AMM,,
R2214,GOP Clown Car,,
R2215,Ken Locke,,
R2216,chuck ferrer,,
R2217,Axe it now,,
R2218,Rob,,
R2219,Ernie Johnson,,
R2220,Thank God for Trump!,,
R2221,bogartblue,,
R2222,David Pyne,,
R2223,laur,,
R2224,ULTRA MAGA - Take America Back,,
R2225,kopps??,,
R2226,The Libertarian ?????? ??????,,
R2227,We Must Be The Light,,
R2228,Reenie,,
R2229,Sarcastic Prodigy,,
R2230,catherine,,
R2231,Ron Cunningham...Shall Not Be Infringed!!!,,
R2232,Marilyn Mann,,
R2233,JasonsGrrl,,
R2234,MB,,
R2235,Garrettx????,,
R2236,Robin Melito,,
R2237,Jane Don’t,,
R2238,SugarRay,,
R2239,The Golden Age,,
R2240,Kevin,,
R2241,goatwhsprr??????,,
R2242,Samies,,
R2243,Wendy Patterson,,
R2244,your dad,,
R2245,G Dawg King of Maryland,,
R2246,Elon musk .I am the real POTUS,,
R2247,#MoreInCommon #ProudlyWoke #FascistsOut,,
R2248,Sheryl Glick,,
R2249,Joanmarie,,
R2250,Kashish Chauhan,,
R2251,something witty,,
R2252,Michael Cromwell,,
R2253,Roger Fossette,,
R2254,skate,,
R2255,Bryan Shatto,,
R2256,President Lisa Trump ??????,,
R2257,BamaGirl84,,
R2258,PJS,,
R2259,Eric Marinbach,,
R2260,Common Sense Justice,,
R2261,Beebo Baldassarri,,
R2262,Dessa Masterson,,
R2263,Steve Done,,
R2264,joesman,,
R2265,Imports are a Benefit & Exports are a Cost,,
R2266,Idefix,,
R2267,KCSteel,,
R2268,???? Ken J,,
R2269,James Scales,,
R2270,Henry Johnny,,
R2271,Trussia,,
R2272,Jeffenberg,,
R2273,"I'm not a smart man, but...",,
R2274,Happy American,,
R2275,John X Chappell,,
R2276,konrad.evilempire.eth ?????????????? ??,,
R2277,Jean Lane Wood,,
R2278,educated derelict,,
R2279,Kaathy????????????,,
R2280,Cece0,,
R2281,Nancy from Oregon,,
R2282,GKM ???? ????,,
R2283,José Freitas,,
R2284,Kerry Lawley,,
R2285,I'm a-Paul-ed_Empathy Shortage_AZ is a Dry Crazy,,
R2286,FirstLadyGOP ????,,
R2287,DJS POSTS,,
R2288,Jeff Richardson,,
R2289,walden,,
R2290,Vaxxed and Happy. Votes Blue!,,
R2291,JC,,
R2292,jkuhlmedia,,
R2293,Mr. Dantastic,,
R2294,Ga Peach Cindy Dawn,,
R2295,Brigitte Gabriel,,
R2296,Judy Gregg,,
R2297,Lulu Cats,,
R2298,MishuPishu,,
R2299,Trump Hall,,
R2300,A Milwaukee Catholic,,
R2301,Carol Reed Feiler,,
R2302,Vets 4 Donald Trump,,
R2303,James Ferguson,,
R2304,RaffDk,,
R2305,Red patriot,,
R2306,G. Singleton,,
R2307,Groktavious GrokBot McGrokkenstein - xi/xe/xu,,
R2308,Jan Fancy Lee,,
R2309,VarukaSalt ?????????,,
R2310,Trump Girl,,
R2311,Jas Rugbo,,
R2312,spayer,,
R2313,Jackie,,
R2314,Tim Liebrock,,
R2315,The Green Book,,
R2316,Ron Rosenbaum,,
R2317,Nik,,
R2318,JeanneMK,,
R2319,Proud WHITE FEMALE Conservative Trump supporter,,
R2320,RyanFJBLGB??????,,
R2321,Reggie Rowell,,
R2322,Laura from SoCal,,
R2323,Tokenn ??,,
R2324,polkabear,,
R2325,PowerEE Guy,,
R2326,Tina,,
R2327,armymom,,
R2328,FunnyBusiness,,
R2329,Gloria Forrester Lucioni,,
R2330,LLeise,,
R2331,mamie Selman,,
R2332,Denvertigrz,,
R2333,Eve Polastri - Makeup Studio,,
R2334,StandUnited1776(Matthew),,
R2335,Juan Carlos Wandemberg Boschetti Ph.D.,,
R2336,SoFloGuy80,,
R2337,Mary G,,
R2338,sherry pasquarello,,
R2339,JRS,,
R2340,Talcum X,,
R2341,??PJFlyers ???? ???? ???????????????? ??????,,
R2342,Michele Goess,,
R2343,jcs911,,
R2344,Ed and his woman Never Ever trump,,
R2345,Ydennekde??????,,
R2346,PT Latham,,
R2347,Debbiddy ??????????????,,
R2348,TruthSeeker,,
R2349,Federal Agency for Finacial Oversight,,
R2350,Niv ????,,
R2351,Eddie Lee,,
R2352,RSBN ????,,
R2353,Joseph Morace,,
R2354,Lil deebo,,
R2355,Ernest Calhoun,,
R2356,Cookin Mama,,
R2357,Proud Canadian ?? ????,,
R2358,James,,
R2359,Brucie,,
R2360,TRUMP GREMISTA ???? ?????? MAKE GREMIO GREAT AGAIN,,
R2361,Tom Santos,,
R2362,Trespatines1,,
R2363,D Verret,,
R2364,Rob Hoffman (No longer redacted),,
R2365,Smarten Smith,,
R2366,Freedom of Speech Guy,,
R2367,Bill Wilgus ??,,
R2368,The Libertarian Middle,,
R2369,Jann Kott,,
R2370,Robert Guist,,
R2371,steak/fajita(pronounced vegeta),,
R2372,Paul Hrabec,,
R2373,Chris Dorner,,
R2374,Don Bishop,,
R2375,edgar,,
R2376,The Grim Reaper,,
R2377,Jamie Maloney,,
R2378,407 Magic & Bucs,,
R2379,gaijingirl2004 Bronx Leftist/Green. ?? ??????,,
R2380,Steve Valuch,,
R2381,?? RealLFFL,,
R2382,Chris Topher,,
R2383,Barb Peckham,,
R2384,Trevis Farthing,,
R2385,2StarP,,
R2386,"Ted, just Ted…",,
R2387,Robert Rapata,,
R2388,Zano,,
R2389,ConspiracyJunkie,,
R2390,Carol Skarlat,,
R2391,IamStillHereBugger ????,,
R2392,BCF,,
R2393,~Shawn~??????,,
R2394,JacktheCat,,
R2395,The Kash Man,,
R2396,ANN SISCO 1 1,,
R2397,Baruch BenGershonh???,,
R2398,Aussie Born,,
R2399,Ned Livingstone,,
R2400,Trí Th?c VN,,
R2401,Ricky Clay,,
R2402,Xolodog,,
R2403,michelle wrathell,,
R2404,Barbara Caban Homer,,
R2405,Brian Rundle ???????? ????,,
R2406,GrandmaCarol,,
R2407,Louis Hooffstetter,,
R2408,Max D. Wheeler,,
R2409,Genevieve,,
R2410,Musketeer,,
R2411,Linda Pantano,,
R2412,PFFV~EVIL DEEP STATE CENSORING TRUMP SUPPORTERS FU,,
R2413,judy morris,,
R2414,LaShonLuv Deplorable Magadonian Listless Vessel??,,
R2415,Dr Ellen Ripley????????????????FDJT #1619 #DC51,,
R2416,Rass,,
R2417,Sharp,,
R2418,Maytrix,,
R2419,Poivrot Farci,,
R2420,90%Jane4Trump????,,
R2421,Sandra Fabbri????Mom???,,
R2422,Digital_Sass,,
R2423,TamaraH,,
R2424,Desus Nice's burner account,,
R2425,Carlos GO VOTE! ??????,,
R2426,Miqueridoescorpion,,
R2427,Angela ??,,
R2428,Mark Winters,,
R2429,Kick Em All Out,,
R2430,Carmine43,,
R2431,Sargasm,,
R2432,David LaDuke,,
R2433,RayinMichigan,,
R2434,TheXFactor,,
R2435,Trumpyoo,,
R2436,Stephen,,
R2437,???? ??????,,
R2438,Lord Robert Guadalupe,,
R2439,Gei,,
R2440,it's all a scam,,
R2441,Nigel,,
R2442,Christ is King,,
R2443,Eric Hinkle,,
R2444,Emily Gibbs,,
R2445,Thomas Hasslen,,
R2446,A.Dub,,
R2447,"Cinnamon Bun (??,??)",,
R2448,The Bumble,,
R2449,Wyatt McPatriot,,
R2450,Mel,,
R2451,Soon to Leave This Hellscape,,
R2452,Original Spike1962,,
R2453,Susan Ives,,
R2454,Provost Atticus,,
R2455,Yoshua Gilbert,,
R2456,Ken Lonquest,,
R2457,The Eye in the Sky Paying Attention,,
R2458,Raymarie,,
R2459,Giacomo Volpe ??????,,
R2460,Trump #45 #47????,,
R2461,Robert McLaughlin,,
R2462,??,,
R2463,"Jordan, President Trump Supporter, Vegan Patriot",,
R2464,??,,
R2465,Patricia McNeal,,
R2466,Faith over Fear Trump 2024 or B4,,
R2467,Ali Adair ??,,
R2468,Mark Lewis,,
R2469,BriBri,,
R2470,Valerie Morrison - America First,,
R2471,Raul Sanchez,,
R2472,Lola Wood,,
R2473,Karla,,
R2474,Al Sadius,,
R2475,Marito ????????,,
R2476,MXMXMX,,
R2477,Ruth Cheatham,,
R2478,Punkin3,,
R2479,1.0 (American/Man)?,,
R2480,George William,,
R2481,Celia,,
R2482,iznril,,
R2483,Proud Trump Supporter,,
R2484,Matt Morris,,
R2485,Mike D,,
R2486,Rla????,,
R2487,????????Oakland Niner ????,,
R2488,Amy,,
R2489,"For God, Family & Country ????",,
R2490,RabidEagle,,
R2491,News News News,,
R2492,Debbie ??,,
R2493,Ellie A,,
R2494,Johnny James,,
R2495,Steve Hart,,
R2496,Brandon Larson,,
R2497,Mark Poloncarz,,
R2498,Alex De St Germain,,
R2499,RU4USA,,
R2500,Trump2024_no_matter_what,,
R2501,Welcome to MAGA world.,,
R2502,Edward Rodriguez,,
R2503,Jason the commenter,,
R2504,Miss Freda,,
R2505,Simon Dubé,,
R2506,Dave Koffer,,
R2507,Gigi J. Trump,,
R2508,Radio Cuervo Latin 2,,
R2509,Cheryl ChamplinCalen,,
R2510,Operation Unknown ??,,
R2511,PSU7893,,
R2512,Francine,,
R2513,Lumpy Dumpy,,
R2514,Brianna Macey,,
R2515,Plainview8585,,
R2516,PATRIOTIC LADY,,
R2517,Tamara Morley (Tami),,
R2518,edward turello,,
R2519,pat taylor,,
R2520,Jay Stone,,
R2521,ElleF,,
R2522,Sherry Touchton`````,,
R2523,I,,
R2524,DE Conservative 23,,
R2525,axnerj,,
R2526,Judge Death,,
R2527,Border Patriot,,
R2528,SwissArmyTenor,,
R2529,Christian Caryl,,
R2530,Not Woke,,
R2531,Nativenolagal,,
R2532,IAO,,
R2533,ALEJANDRO OLMOS,,
R2534,Rae Venn,,
R2535,Not Today Colonizer | #LandBack,,
R2536,BitingOnTinfoil??????,,
R2537,Dia,,
R2538,Jessica Zimmer,,
R2539,Marcus,,
R2540,Luke MD,,
R2541,America First Conservative,,
R2542,EyesWideOpen,,
R2543,Angrman,,
R2544,Best Neighbor,,
R2545,American,,
R2546,????Free Out West,,
R2547,Cale Scheidegger,,
R2548,Anti trust laws,,
R2549,Anti-Woke,,
R2550,Ellen Mongan,,
R2551,butxh,,
R2552,IHeartDagny,,
R2553,Karlucha????????????,,
R2554,Diane P,,
R2555,Hobson MCCain Jr.,,
R2556,??Rob??Unapologetic Trump Loyalist,,
R2557,Gambino,,
R2558,Hopeful Patriot,,
R2559,????????Dixie ??s America & Trump????????,,
R2560,CHS,,
R2561,Ripley ??,,
R2562,?? Rhody ????????????,,
R2563,Guy LaBar,,
R2564,Chuck Griggs,,
R2565,Tartufi ????,,
R2566,Trent Lalonde ???? ???? ????,,
R2567,Kay Haydon,,
R2568,Richard Batchelor,,
R2569,The Chosen One™?,,
R2570,We deserve what’s happening now.??,,
R2571,The Rake,,
R2572,Evyn Alexander,,
R2573,RJBIII????,,
R2574,Mara,,
R2575,Brownie Gurl,,
R2576,ann,,
R2577,NyanTrump,,
R2578,Queen Chimerazilla ??? ??????,,
R2579,Steve Pran,,
R2580,James Tate,,
R2581,Jason Overstreet,,
R2582,Clem,,
R2583,Right hand man,,
R2584,Sweden4Trump,,
R2585,It's Trumps World ??,,
R2586,Person Experiencing Texan-ness??,,
R2587,Jazz Drummer,,
R2588,alumi misomer,,
R2589,Raymond C Maitland,,
R2590,Shelby Grace O'Shea,,
R2591,Tero Kuittinen,,
R2592,K. Z. Snow,,
R2593,Trump Victory,,
R2594,@72ps,,
R2595,KadaCombs,,
R2596,??????,,
R2597,bruce harriman,,
R2598,Sapper,,
R2599,ABC News Live,,
R2600,Al Green's Pimp Cane,,
R2601,Matthew Edmonson,,
R2602,Linda Catalina,,
R2603,Adub,,
R2604,Kentucky Spirits ???? ??,,
R2605,TPBlue ??????,,
R2606,Nancy A Banker,,
R2607,Holy Smokes!,,
R2608,Matthew ?????? ? ? ? ?,,
R2609,Clutch Cargo Cult.,,
R2610,Cooler heads ???? ??,,
R2611,Cheap & Crass,,
R2612,"Carolyn Barber, MD",,
R2613,Helios Eusebio ?????,,
R2614,?????Bq11??,,
R2615,X-ing eXes,,
R2616,DefenderofChrist,,
R2617,"gigimac.bsky.social, Pro ????, F*ck Putin & Trump.",,
R2618,Christian Eidem ??????????,,
R2619,Clint Johnson,,
R2620,Alex Jones TV,,
R2621,John Elkins Sr,,
R2622,Linda Mitchell,,
R2623,Mike Lamb,,
R2624,Lawton,,
R2625,OVBoss,,
R2626,Newman,,
R2627,Terie Milburn,,
R2628,Acerths (Ace Thirsk) ?? ????????????????????,,
R2629,whiteaglesoring,,
R2630,Robert Taylor,,
R2631,El Trump Rex,,
R2632,Chili Dog,,
R2633,Nick,,
R2634,double standard,,
R2635,slyweazal,,
R2636,DoctorBritain,,
R2637,Gary Hollis,,
R2638,Trump.AI,,
R2639,Joe Six-Pack,,
R2640,Vice Man,,
R2641,Marc Xavier Adams,,
R2642,Jackie Jaxster,,
R2643,Daniel Towey,,
R2644,RedNoteid- Burnzotron123,,
R2645,Mike Walz,,
R2646,DEMOCRATIC American Flag Patriot,,
R2647,Criptotime,,
R2648,Brett Murphy,,
R2649,BestisYettoCome,,
R2650,Sick and Tired,,
R2651,TRUMP WON ??????????????,,
R2652,Joanne,,
R2653,wek,,
R2654,Jose W,,
R2655,Donald Trump Christ follower,,
R2656,???????®?T??? ??,,
R2657,Ali Molina,,
R2658,RufusXavier,,
R2659,TenTun 2001,,
R2660,Nicky ??????,,
R2661,Reid Ribble,,
R2662,phil-i-am,,
R2663,Loren Bordeaux,,
R2664,Just another Florida deplorable????????,,
R2665,Lujan,,
R2666,Brian D Brown,,
R2667,David #ProChoice & LGBTQ+,,
R2668,Em,,
R2669,Anna Khachiyan,,
R2670,Rogelio DaPrince,,
R2671,Bryan Bernicky ????,,
R2672,Molly Pitcher,,
R2673,Heitor Santana,,
R2674,Mercedes Schlapp,,
R2675,Claudio Ortizbelgoff????????????????????,,
R2676,Ashley Berryhill ????,,
R2677,"Kathi, spay/neuter your pets????????",,
R2678,anonimobits,,
R2679,Denise Parsons,,
R2680,XX_1133_1221_11,,
R2681,Angus Johnston,,
R2682,musicandsportsguy,,
R2683,Konspiracy,,
R2684,RiftTV,,
R2685,Wendall,,
R2686,HonestJohn,,
R2687,Gonzalo Agustin Fernandez de Azcarate,,
R2688,Robin Hager,,
R2689,coloRADo American Girl????,,
R2690,Dudeman,,
R2691,Donna Archibald ????,,
R2692,Lisbeth,,
R2693,Coleman Moreing,,
R2694,M. A. Cummings,,
R2695,"Clumsy Ninja ?? ??????????, ??'?? ????????????",,
R2696,Scarcely Saved,,
R2697,Trump Cultist Clownery,,
R2698,Maj Djinn,,
R2699,Robert Dienert,,
R2700,Alan Cornett,,
R2701,Zeeshan Hussain Cheema ???? &????,,
R2702,Conservative Patriot ??????????????????,,
R2703,clkiwce,,
R2704,Jerry Schwartz,,
R2705,pammie,,
R2706,alisone??????,,
R2707,TRUMP 2024-- Fuck-JB~FKH~FDNC~GEN~X,,
R2708,The Sarcasticat,,
R2709,PC Tunney,,
R2710,Alka Selzer,,
R2711,Helen Aguirre Ferré,,
R2712,Rushbaby12,,
R2713,THE GOOSE GIRL { Sylvia's mother said... },,
R2714,pugster,,
R2715,Jessica Vaugn,,
R2716,Phoebe Black,,
R2717,Gary ???? ???? ????,,
R2718,DonKeebalz,,
R2719,Kkjj,,
R2720,Jeffrey Deitrick,,
R2721,Hernando Jose Martinez,,
R2722,vince eboundane,,
R2723,JRN,,
R2724,Charles,,
R2725,Bill Navari??????,,
R2726,Chipmaster69,,
R2727,Mark Pyron,,
R2728,Missileman,,
R2729,scar,,
R2730,Lady di ?? A Baby Whisperer????Crypto Princess,,
R2731,OldHippieBoomer????U Trump UltraMAGA??????MAHA USA,,
R2732,Mike Balboni,,
R2733,Google “Sayanim”,,
R2734,RandomHappyAmerican,,
R2735,Pangloss,,
R2736,StreamCatcher Chris,,
R2737,One of Trump's Army,,
R2738,Greg Krieg,,
R2739,Jackie Curry,,
R2740,Consumer,,
R2741,??? ?? Wiffleball Tony ??????????,,
R2742,??????,,
R2743,Pro-life.,,
R2744,Mischelynn Scarlatelli,,
R2745,Julenejp,,
R2746,reeg,,
R2747,Maribeth Cordesman,,
R2748,Jihn,,
R2749,Kristy Christensen ,,
R2750,ModeratesNeedToRunTheUS,,
R2751,Juxtapose,,
R2752,Iurich xVx,,
R2753,Leasha Knight ??????,,
R2754,Rock Man,,
R2755,W??e?? ??T??h??e?? ??P??e??o??p??l??e??,,
R2756,HalaArafa,,
R2757,amg,,
R2758,Bryan B.,,
R2759,KnightBreed,,
R2760,Unsalvageable,,
R2761,gdiloren,,
R2762,Just An Ordinary Guy,,
R2763,Thomas Russ,,
R2764,Boycott Tesla ??,,
R2765,Tim Rust,,
R2766,Emek Echo,,
R2767,NoMonkeyBusiness,,
R2768,Merlene Peay,,
R2769,Nancy,,
R2770,"Random Normie, Citizen of the Golden Age.",,
R2771,trish “I dissent” smith ??????????,,
R2772,Jenny Diver ?? #JusticeMatters #FBR VOTE BLUE,,
R2773,Craven Morehead,,
R2774,Liberty_Grace,,
R2775,Benita,,
R2776,FiddleyFud??????????,,
R2777,Dawud Ibn Adham,,
R2778,??,,
R2779,violet,,
R2780,Turtle,,
R2781,Cesar Fernandez-Ch.,,
R2782,Allan,,
R2783,CharlesNotBronson,,
R2784,Idealist_me ????,,
R2785,The Greatest Showman,,
R2786,TONE,,
R2787,Vernon Radway,,
R2788,Jane ??????????,,
R2789,@osvaldosantoss,,
R2790,CryptoGoneWild,,
R2791,neosho tiger,,
R2792,MoviesandSports,,
R2793,Chase,,
R2794,LR,,
R2795,Chinese Peasant,,
R2796,Matthew Schilling,,
R2797,Ellmann,,
R2798,Fern J. Goodman,,
R2799,Just here for the show,,
R2800,Winifred J Cain,,
R2801,BotLigmaJohnson,,
R2802,Mimi,,
R2803,Jerry Jones Jr,,
R2804,Blazingprojects,,
R2805,Mr.Omar ???? ???? ???? ???? ???? ???? ????,,
R2806,Obese Blind American Pocahontas,,
R2807,Ítalindo????,,
R2808,Derek O'Shea,,
R2809,Elly's_ grandma,,
R2810,Wyldepepper ?? of Bianca's #KHive ??????,,
R2811,Zerkzees,,
R2812,Milton Streets,,
R2813,NikkiRivers45,,
R2814,Miranda Allen,,
R2815,Michael fox,,
R2816,YouCanCallMe_Dee??,,
R2817,Willy,,
R2818,R3LLIKBOON,,
R2819,omegahpla ... TRUMP!,,
R2820,Flynn Zone ????,,
R2821,Raymond K. Azar ????,,
R2822,WD HAMMER,,
R2823,Eli Afriad ???? ?? (parody),,
R2824,???? ??????Rude Fulk ?????? ????,,
R2825,BadMadRichard,,
R2826,Cobalt,,
R2827,Bizarro Trump,,
R2828,Michael Scott,,
R2829,AUGUSTINE CHIDUBEM,,
R2830,Kenny,,
R2831,Steve Laughlin,,
R2832,Jenasus,,
R2833,Scott M. Callan,,
R2834,Jeff,,
R2835,Jeff McCray,,
R2836,Joyce Sipprell,,
R2837,Teen Burger,,
R2838,Hoodiemarky,,
R2839,Ang,,
R2840,Trump Lost,,
R2841,Don McD,,
R2842,Deplorable Blacks for Trump,,
R2843,Nikki,,
R2844,??????dpadams6??????,,
R2845,Trump's online war machine,,
R2846,Dancin Dave,,
R2847,???? Bo_Patriot ????,,
R2848,Ron Crumpton ??????,,
R2849,Warpenwar,,
R2850,TYLER™,,
R2851,John Petkov ????????????????,,
R2852,???? Trump 2024 ????,,
R2853,CryptosYachtBroker,,
R2854,Matias Mari 329450,,
R2855,???S?O?U?T?H?S?I?D?E? ?R?O?Y?A?L?T?Y????,,
R2856,tRump is a LOSER,,
R2857,Thierry Philippet,,
R2858,monsieur moutarde,,
R2859,Michael Blakley,,
R2860,Sara ?? ??????????????????????????????,,
R2861,ShaJoa41,,
R2862,Rick G. Rosner,,
R2863,red jacket,,
R2864,Charles X Proxy™,,
R2865,Alice Francis,,
R2866,TECHNOCORP ™,,
R2867,Cindy James Briggs,,
R2868,Kamala Clown World,,
R2869,WallyCleaver,,
R2870,Pat carbone,,
R2871,RightSideAmerican,,
R2872,Scott Keeler,,
R2873,PBPBS1,,
R2874,Vlad the Inhaler,,
R2875,EyesForTrump,,
R2876,Angela Murnin,,
R2877,The Sausage King of Ashland,,
R2878,KaTetDihn2024,,
R2879,MOIZ ESUFALLY,,
R2880,Ex baller,,
R2881,Mongo53,,
R2882,It's Just Numbers,,
R2883,A,,
R2884,Ken Hardin,,
R2885,Tammy Cato,,
R2886,Ron Kaiser,,
R2887,mail2dawn,,
R2888,gary,,
R2889,Anella Writes,,
R2890,All Things Crime,,
R2891,glorys???? Donald J. Trump 47/Kennedy MAGA/MAHA,,
R2892,Arnold Murphy,,
R2893,Leggo Brando,,
R2894,SchrodingersDocuments,,
R2895,cassius,,
R2896,Cheryl Sparkman,,
R2897,Lissa aka Cowboy Killa ??,,
R2898,Jeremy Baker,,
R2899,David Mendez,,
R2900,Jeff Richter,,
R2901,Laurie O,,
R2902,"OhShit...Irish Lord, Viking King",,
R2903,Todd,,
R2904,JOEL THALL,,
R2905,McHNP,,
R2906,Divaofthedemic,,
R2907,Brian Day,,
R2908,Revolutionary_Patriot,,
R2909,Judy Judy Judy ????????????,,
R2910,Island Life,,
R2911,Ted,,
R2912,Thomas Gibbar,,
